DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr5,DFr5,PFr6,DFr6,year
59,55,34,60,,,,32,38,5,23,4.5,,,R112,9,60,162,65.5,158,66.5,169,67,140,65,,,,,2019
59,55,34,60,,,,,,,,13.5,,,R113,16.5,91,146,63,153,62,141,66.5,240,75,,,,,2019
59,55,34,60,,,,,,,,7,,,R114,10,63,206,72,139,63.5,200,71,215,73,,,,,2019
59,55,34,60,,,,,,15,,,,,R115,8.5,52,217,73.5,223,71.5,179,78.5,,,,,,,2019
59,55,34,60,,,,,,2,24,11.5,,,R116,9,40,236,72,189,70,,,,,,,,,2019
59,55,34,60,,,,,,,,7,,,R117,10.5,35,223,73.5,212,72.5,209,73,245,75.5,215,72,,,2019
59,55,34,60,,,,,,,,4.5,,,R118,6.5,31,181,67,158,71.5,,,,,,,,,2019
59,55,34,60,,,,,,,,22.5,,,R119,8,39,170,58,141,61,,,,,,,,,2019
59,55,34,60,,,,,,,,8,,,R120,6,28.5,191,68.5,181,70,202,73,,,,,,,2019
59,55,34,60,,,,,,,,15,,,R121,14.5,59,171,65,161,64.5,,,,,,,,,2019
59,55,34,60,,7,49,32,15,19.5,,,,,R122,10,39,190,67,161,59,207,71,,,,,,,2019
59,55,34,60,,,,,,12,7.5,4,,,R123,4,18,197,69,203,72,,,,,,,,,2019
59,55,34,60,,,,,,,,3.5,,,R124,6.5,36,199,69.5,203,71,,,,,,,,,2019
59,55,34,60,,,,1,,,,,,,R125,8.5,58,219,73,152,69,170,67,,,,,,,2019
59,55,34,60,,,,16,20,4.5,,,,,R126,8.5,38,180,70,174,71.5,200,68,,,,,,,2019
59,55,34,60,,,,27,,,,,,,R127,11,56,208,71,194,70,201,69.5,,,,,,,2019
59,55,34,60,,,,10.5,,,,,,,R128,12,46.5,225,71.5,230,75.5,189,67.5,,,,,,,2019
59,55,34,60,,7,16,7,,,,,,,R129,13.5,55,216,71.5,213,80,202,69,,,,,,,2019
64.5,54.5,38,50,26.5,5,,,,,,,,,R1,16,92,110,59,108,58.5,113,60,,,,,,,2019
64.5,54.5,38,50,26.5,5,15,16,10,10.5,8.5,2,,,R2,4,25,120,60,115,59,111,57,,,,,,,2019
64.5,54.5,38,50,26.5,5,,,,25,5.5,6,,,R3,4.5,17.5,125,61,139,61.5,,,,,,,,,2019
64.5,54.5,38,50,26.5,5,,,,4.5,5.5,7,,,R4,4.5,34.5,116,63,118,62,135,63.5,,,,,,,2019
64.5,54.5,38,32,14.5,17,,,,,,,,,R5,6.5,64,36,42,28,40,,,,,,,,,2019
64.5,54.5,38,32,14.5,6,,,,,,,,,R6,5,34,25,39,,,,,,,,,,,2019
64.5,54.5,38,32,14.5,4.5,,,,,,,,,R7,6.5,61,61,52.5,46,50.5,,,,,,,,,2019
64.5,54.5,38,12.5,24,7.5,14,5.5,,,,,,,R8,4.5,15,129,63,133,62.5,,,,,,,,,2019
64.5,54.5,38,12.5,24,7.5,,38.5,,,,,,,R9,7.5,44.5,118,59.5,136,64,151,64,,,,,,,2019
64.5,54.5,38,12.5,24,7.5,,13.5,,,,,,,R10,6,45,63,54,67,42,,,,,,,,,2019
64.5,54.5,38,12.5,24,7.5,,7,,,,,,,R11,7,46.5,155,67,160,64,142,62.5,,,,,,,2019
64.5,54.5,38,11,54.5,6,36,9,24,25,,,,,R12,8,86,165,68,170,61,156,65,147,68,,,,,2019
64.5,54.5,38,11,54.5,6,,,,4,,,,,R13,7,60,161,66,133,59.5,139,62,,,,,,,2019
64.5,54.5,38,11,54.5,6,,,,14,,,,,R14,6,48,133,62,159,64,145,62.5,,,,,,,2019
64.5,54.5,38,11,54.5,6,,,,4,,,,,R15,11,79,145,63.5,173,67,156,65.5,171,68,,,,,2019
64.5,54.5,38,11,54.5,6,,40,9.5,10,,,,,R16,4.5,38.5,138,64.5,145,63.5,127,62,,,,,,,2019
64.5,54.5,38,11,54.5,6,,,,3.5,,,,,R17,6,51,144,65,171,68,136,64,,,,,,,2019
64.5,54.5,38,11,54.5,6,,8.5,14,5,,,,,R18,7,65.5,129,63,146,65,,,,,,,,,2019
64.5,54.5,38,11,54.5,6,,,17,7,,,,,R19,10.5,79,133,62,148,66,153,68,,,,,,,2019
64.5,54.5,38,38,56.5,69,34,22,20,20,,,,,R20,5.5,26,163,65,133,59,,,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,10,,,,,R21,11,34.5,142,64.5,137,62.5,126,61.5,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,3,,,,,R22,11.5,63,173,69.5,145,62.5,158,60,,,,,,,2019
64.5,54.5,38,38,56.5,69,49,45,22.5,2,,,,,R23,6,34,146,63,159,65,177,64,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,32.5,,,,,R24,7,45,154,58.5,184,69,201,70.5,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,4,,,,,R25,4.5,40,161,65,197,69,173,68,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,4,,,,,R26,9,74,177,62,186,64,209,69,182,65,,,,,2019
64.5,54.5,38,38,56.5,69,,,,5,,,,,R27,12,67,166,60,179,67,,,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,5,,,,,R28,8,63,163,65,160,64,152,63.5,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,4.5,,,,,R29,11.5,82,190,69,201,70.1,209,71,176,66,,,,,2019
64.5,54.5,38,38,56.5,69,,,,3,,,,,R30,7,71,173,56,178,67,170,63.5,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,4,,,,,R31,9.5,32,201,71.5,133,61.5,180,70,188,70.5,,,,,2019
64.5,54.5,38,38,56.5,69,,,12.5,7,,,,,R32,10,22,223,69,188,67,,,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,10,,,,,R33,11,59,172,68,195,69.5,154,65,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,6,,,,,R34,11.5,47,158,67,173,68,151,64.5,129,59.5,,,,,2019
64.5,54.5,38,38,56.5,69,,,,34,37,,,,R35,11.5,45.5,186,66.5,193,68,,,,,,,,,2019
64.5,54.5,38,38,56.5,69,,,,,,,,,R36,21,82,176,54,198,66.5,171,63.5,,,,,,,2019
64.5,54.5,38,36,72,40,11,15,,,,,,,R37,8,60,169,62,173,64,140,63,152,61,,,,,2019
64.5,54.5,38,36,72,2,34,38,,,,,,,R38,11,92,170,63.5,193,67,203,69,116,59.5,,,,,2019
64.5,54.5,38,36,72,2,75,25,68,14,11,23,,,R39,8,53,177,66.8,164,64.5,150,64.5,157,66,,,,,2019
64.5,54.5,38,36,72,2,,,,,,5.5,,,R40,6.5,24.5,166,67.5,188,65.5,154,62.5,,,,,,,2019
64.5,54.5,38,36,72,2,,,,,,14.5,,,R41,15,45,183,70,181,69,197,70,,,,,,,2019
64.5,54.5,38,36,72,2,,,,,,4,,,R42,9.5,38,159,65,153,64,187,67,172,67,,,,,2019
64.5,54.5,38,36,72,2,,,,15,,,,,R43,9.5,59.5,153,63,175,64,190,67,,,,,,,2019
64.5,54.5,38,36,72,2,,,,53,,,,,R44,5,11.5,175,67,144,63,,,,,,,,,2019
64.5,54.5,38,36,72,2,,,,13.5,,,,,R45,9,25,145,63,178,69,141,66.5,,,,,,,2019
64.5,54.5,38,36,72,2,,,,3.5,,,,,R46,10.5,40,201,68,188,66,223,69,193,67,,,,,2019
64.5,54.5,38,36,72,2,,,50.5,60,20.5,12,,,R47,5.5,24.5,,,,,,,,,,,,,2019
64.5,54.5,38,36,72,2,,,,,,10,,,R48,10,14,,,,,,,,,,,,,2019
64.5,54.5,38,36,72,2,,,,,,65,,,R49,7.5,49,192,69.5,203,68,214,73,,,,,,,2019
64.5,54.5,38,36,72,2,,,,,,-4,,,R50,10.5,34,211,68,173,66.5,,,,,,,,,2019
64.5,54.5,38,36,72,2,,,,4,,,,,R51,16,60,185,66,217,69,157,62,,,,,,,2019
64.5,54.5,38,111,27,16,19,1,,,,,,,R52,7,68,202,68.5,199,68,163,65,187,66.5,,,,,2019
64.5,54.5,38,111,27,16,23,3,14,13.5,,,,,R53,6,71,223,69,229,71,198,70.5,182,68,,,,,2019
64.5,54.5,38,111,27,16,,,,19.5,,,,,R54,5,46,187,67,197,71.5,181,69,145,67,,,,,2019
64.5,54.5,38,111,27,16,,,,4,,,,,R55,5.5,62,214,69,201,70,193,66,,,,,,,2019
64.5,54.5,38,111,27,16,,,,19.5,,,,,R56,5,34.5,189,65.5,192,71,141,64.5,,,,,,,2019
64.5,54.5,38,111,27,16,,,,4.5,,,,,R57,6,62,160,65,186,68,158,63,,,,,,,2019
64.5,54.5,38,111,27,16,8,0.5,,,,,,,R58,8,125,205,69.5,193,67,155,63,,,,,,,2019
64.5,54.5,38,33,32,25.5,15,2,,,,,,,R59,8,57,176,62,183,64,143,62,,,,,,,2019
64.5,54.5,38,33,32,25.5,14.5,4,8.5,5,,,,,R60,6,63.5,226,72,203,70.5,198,70,176,68,124,65,,,2019
64.5,54.5,38,33,32,25.5,,,,6.5,,,,,R61,3.5,27,159,62.5,173,73,203,72.5,,,,,,,2019
64.5,54.5,38,43,43,49,55,12,34,0.5,6.5,6,,,R62,6,25.5,218,69,209,66.5,176,62.5,,,,,,,2019
64.5,54.5,38,43,43,49,,,,10.5,11.5,2,,,R63,6.5,61.5,144,65,173,67,,,,,,,,,2019
64.5,54.5,38,43,43,49,,,,9,15,4,,,R64,7,78,193,68,172,65,,,,,,,,,2019
64.5,54.5,38,43,43,49,,,,9,12.5,11.5,12,-9,R65,4,19,149,60,168,64.5,226,70,198,69,,,,,2019
64.5,54.5,38,43,43,49,,,,,,,,5,R66,7,62,200,69,199,68,196,69,,,,,,,2019
64.5,54.5,38,43,43,49,,,,8,14.5,4,,,R67,5,4,214,70,187,67,,,,,,,,,2019
64.5,54.5,38,43,43,49,,,,,,12,,,R68,9,74,135,62,124,64,161,65,,,,,,,2019
64.5,54.5,38,43,43,49,,,,,,2.5,12,,R69,7,50,135,63.5,166,65,,,,,,,,,2019
64.5,54.5,38,66,18,6,11,15,11.5,4,,,,,R70,6,72,154,62.5,172,67,,,,,,,,,2019
64.5,54.5,38,66,18,6,,,,8,,,,,R71,6.5,44,135,61,132,62,156,65,,,,,,,2019
64.5,54.5,38,62,50.5,11,10,14,,,,,,,R72,7,63,130,62,175,68,179,67,186,66.5,,,,,2019
64.5,54.5,38,62,50.5,11,,4,,,,,,,R73,8.5,75,139,62,207,68,164,65,,,,,,,2019
64.5,54.5,38,62,50.5,11,,13,12.5,14.5,,,,,R74,10,65,144,66,150,67,,,,,,,,,2019
64.5,54.5,38,62,50.5,11,,,,3.5,,,,,R75,8,39,132,65,116,61,,,,,,,,,2019
64.5,54.5,38,62,50.5,11,,,,35,42,10,,,R76,5.5,48,148,66,144,63,135,64,152,63.5,,,,,2019
64.5,54.5,38,62,50.5,11,,,,,,14,30.5,15.5,R77,7.5,48,192,66.5,161,66.5,134,66,,,,,,,2019
64.5,54.5,38,62,50.5,11,,,,,,,,17,R78,7.5,28,120,60,169,68.5,173,65,,,,,,,2019
64.5,54.5,38,62,50.5,11,,,,,,,,,R79,9,73,240,68.5,209,67,189,66,,,,,,,2019
64.5,54.5,38,62,50.5,11,,,,,,,,,R80,7.5,67,126,61,182,68,,,,,,,,,2019
64.5,54.5,38,62,50.5,11,,,,,,,,,R81,13.5,81,174,67,148,64.5,173,68,,,,,,,2019
64.5,54.5,38,9,30.5,61,,,,,,,,,R82,9.5,85,180,70,205,72.5,199,71,186,68,,,,,2019
64.5,54.5,38,9,30.5,5,21,8,7,5.5,,,,,R83,7,43.5,147,65,168,65,147,64,,,,,,,2019
64.5,54.5,38,9,30.5,5,,,,3,,,,,R84,10.5,74,165,68,124,64,148,66,,,,,,,2019
64.5,54.5,38,9,30.5,5,,,,17,,,,,R85,9.5,69,139,64,157,68.5,166,69,,,,,,,2019
64.5,54.5,38,9,30.5,5,,,,4,,,,,R86,7,30,129,63,155,67,163,70,134,61,,,,,2019
64.5,54.5,38,9,30.5,5,,,,18,,,,,R87,7,10.5,162,64,147,63,169,68.5,138,61,,,,,2019
64.5,54.5,38,9,30.5,5,,,,4,,,,,R88,10,44,142,61.5,169,68,173,70,,,,,,,2019
64.5,54.5,38,57,75,9,,,,,,,,,R89,9.5,94,129,62,145,63.5,,,,,,,,,2019
64.5,54.5,38,57,75,23,,,,,,,,,R90,10.5,116,160,71,184,78,130,65,,,,,,,2019
64.5,54.5,38,57,75,23,18,15,,,,,,,R91,5,36,153,66,108,59,,,,,,,,,2019
64.5,54.5,38,57,75,23,,20.5,,,,,,,R92,9,83,144,64.5,217,72.5,201,70,175,68.5,168,65,,,2019
64.5,54.5,38,57,75,4,19,4.5,,,,,,,R93,7,45,120,69,116,67.5,,,,,,,,,2019
64.5,54.5,38,57,75,4,,9,,,,,,,R94,5.5,40,157,69,145,61.5,188,70,,,,,,,2019
64.5,54.5,38,57,75,4,,10,,,,,,,R95,7.5,38,162,63,163,65.5,184,65.5,,,,,,,2019
64.5,54.5,38,57,75,4,,12,,,,,,,R96,9,80,207,69.5,175,68.5,160,65,,,,,,,2019
64.5,54.5,38,57,75,4,,6,,,,,,,R97,7.5,13,179,68.5,159,62.5,,,,,,,,,2019
64.5,54.5,38,57,75,4,,6,,,,,,,R98,7.5,56,164,66,178,64,156,64,,,,,,,2019
64.5,54.5,38,57,75,26,,,,,,,,,R99,9,67,173,62,137,64,,,,,,,,,2019
64.5,54.5,38,57,75,18.5,,,,,,,,,R100,7.5,39,147,64.5,205,68.5,213,71.5,181,67,,,,,2019
64.5,54.5,38,57,75,11,,,,,,,,,R101,7,39,166,67,118,59,,,,,,,,,2019
64.5,54.5,38,57,75,6.5,,,,,,,,,R102,12,87,136,69.5,168,70,139,35,,,,,,,2019
64.5,54.5,38,57,75,9.5,,,,,,,,,R103,11,63,109,55,181,65,199,68,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,68,11,,,,,,,R104,7.5,74.5,176,62.5,203,66.5,218,68.5,177,69,,,,,2019
64.5,54.5,38,30.5,105.5,27,51,12.5,9,12,,,,,R105,8,44,203,72.5,246,74.5,207,71,196,70,,,,,2019
64.5,54.5,38,30.5,105.5,27,,23,27,16,,,,,R106,11,14,,,,,,,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,20,,,,,R107,5.5,24.5,155,62,197,68,164,65,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,10.5,,,,,R108,7.5,18.5,153,67,209,62.5,178,62,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,5.5,,,,,R109,13,38,168,62,,,,,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,6,,,,,R110,17,81,157,60,157,64.5,,,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,4,,,,,,,R111,5,37,188,65,143,61.5,,,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,34,8,30,6.5,,,R112,10.5,30.5,183,66.5,156,60,191,68,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,11,,,R113,5,102.5,189,65.5,205,67.5,189,60,176,62,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,9,23,4,R114,6.5,41,169,64,198,67,177,65.5,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,,,5,R115,17,120,189,66.8,206,72.5,186,69,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,4,21,6,R116,9.5,34,153,61,172,65,203,65,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,,,4,R117,8,50,204,69.5,168,65,196,69,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,,,,R118,13.5,72,208,67.5,177,61.5,200,68,226,72,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,72,22,33,24,,,R119,13,89,162,62.5,197,64.5,181,63,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,8,,,R120,11.5,20.5,176,61.5,187,63.5,153,68,127,64,147,62,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,21,,,R121,10.5,47,181,63.5,200,65,172,63,186,65,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,,,3,R122,8,33.5,185,62.5,186,66.5,154,69,214,67,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,4.5,26.5,6,R123,18.5,52,148,66.5,187,69,,,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,,,2,R124,7.5,22,165,62.5,192,68.5,229,72,,,,,,,2019
64.5,54.5,38,30.5,105.5,27,,,,,,,,5.5,R125,14,132,209,70.5,219,72.5,178,68,,,,,,,2019
64.5,54.5,38,129,30.5,9.5,22,18,20.5,4.5,,,,,R126,6,69,166,66.5,150,61,176,66,,,,,,,2019
64.5,54.5,38,129,30.5,9.5,,,,,10,22.4,,,R127,5.5,39.5,145,54,166,60,,,,,,,,,2019
64.5,54.5,38,129,30.5,9.5,,,,,,9,,,R128,5.5,42,185,69,171,65,181,66,150,61,,,,,2019
64.5,54.5,38,129,30.5,9.5,,,,,,7,,,R129,5,31,179,68,180,68,204,70,,,,,,,2019
64.5,54.5,38,129,30.5,9.5,,,,,6.5,16.5,,,R130,10,70,151,63,149,62,,,,,,,,,2019
64.5,54.5,38,129,30.5,9.5,,,,,,6,,,R131,5.5,34,198,68,176,65,148,63.5,,,,,,,2019
64.5,54.5,38,129,30.5,9.5,,,,,,9,,,R132,5,41,111,59,163,65,147,65.5,,,,,,,2019
64.5,54.5,38,129,30.5,9.5,,,,,,9,,,R133,7,59,165,63,188,67,153,65,,,,,,,2019
64.5,54.5,38,129,30.5,9.5,,,,,,5.5,,,R134,7,53,178,67,173,56,,,,,,,,,2019
64.5,54.5,38,3.5,32.5,11,30,37,22,7,,,,,R135,3.5,17,137,62.5,140,63,197,68,,,,,,,2019
64.5,54.5,38,3.5,32.5,11,,,,16,10,3.5,,,R136,7,46,120,62,157,65,161,65.5,,,,,,,2019
64.5,54.5,38,3.5,32.5,11,,,,6,9,4,,,R137,6.5,20,159,66,200,72.5,189,69,,,,,,,2019
64.5,54.5,38,3.5,32.5,11,,,,,,7.5,,,R138,8,38,172,63,168,61,,,,,,,,,2019
64.5,54.5,38,3.5,19,10,34,4.5,14,12.5,,,,,R139,11,42,183,67,141,62,153,64,,,,,,,2019
64.5,54.5,38,3.5,19,10,,,,9,,,,,R140,5.5,32,175,65,156,62,,,,,,,,,2019
64.5,54.5,38,3.5,23,16,10,9,,,,,,,R141,6,33.5,193,65,160,66,201,69.5,,,,,,,2019
64.5,54.5,38,3.5,23,16,,5,,,,,,,R142,5,42.5,160,64,189,69,191,69,199,70,,,,,2019
64.5,54.5,38,3.5,23,16,,21,21,6,14,5,,,R143,8,140,150,64.5,136,61.5,172,66,,,,,,,2019
64.5,54.5,38,3.5,23,16,,,,16,16.5,6.5,,,R144,6.5,39,118,62,125,64,,,,,,,,,2019
64.5,54.5,38,3.5,23,16,,,,,,2,,,R145,7,39.5,157,66,,,,,,,,,,,2019
64.5,54.5,38,3.5,23,16,,,,,,4.5,,,R146,13.5,95,116,68,147,67.5,,,,,,,,,2019
64.5,54.5,38,3.5,47.5,5,,,,,,,,,R147,9.5,67,142,64.5,139,63.5,,,,,,,,,2019
64.5,54.5,38,3.5,47.5,13,,,,,,,,,R148,5,15,133,62.5,116,62.5,,,,,,,,,2019
64.5,54.5,38,3.5,47.5,8,,,,,,,,,R149,6.5,59,173,68,160,59,153,64,,,,,,,2019
64.5,54.5,38,3.5,47.5,11,11,1.5,,,,,,,R150,6.5,39,164,64.5,165,68,170,61,167,65,147,68,,,2019
64.5,54.5,38,3.5,47.5,28,19,9,,,,,,,R151,5.5,20.5,155,67,146,63.5,,,,,,,,,2019
64.5,54.5,38,3.5,47.5,28,,17,,,,,,,R152,8.5,53,163,68,175,69,,,,,,,,,2019
64.5,54.5,38,3.5,47.5,28,,9.5,,,,,,,R153,19,45,157,60,140,62,121,59,,,,,,,2019
64.5,54.5,38,3.5,47.5,28,,8.5,,,,,,,R154,7.5,20.5,129,65,168,66.5,182,65,,,,,,,2019
64.5,54.5,38,3.5,47.5,28,,4,,,,,,,R155,11,59,113,58,144,63,,,,,,,,,2019
64.5,54.5,38,3.5,47.5,47,37,6,,,,,,,R156,23.5,135,206,74,164,67,156,65,,,,,,,2019
64.5,54.5,38,3.5,47.5,47,,28,25.5,10,,,,,R157,7,26,109,63,197,76,,,,,,,,,2019
64.5,54.5,38,3.5,47.5,47,,,,14,,,,,R158,17,45,108,67.5,141,64.5,,,,,,,,,2019
64.5,54.5,38,3.5,47.5,47,,,,6.5,,,,,R159,12,32,158,63,189,69,205,72.5,,,,,,,2019
64,51,117,77,25,13,20,3,12,22,,,,,R1,12,53,114,57,116,55,118,58.5,,,,,,,2019
64,51,117,77,25,13,,,,6,,,,,R2,10.5,49,195,60,190,62.5,,,,,,,,,2019
64,51,117,77,25,34,13,4.5,8,5,,,,,R3,4.5,38,170,56,169,54.5,,,,,,,,,2019
64,51,117,77,25,34,,,,3.5,,,,,R4,4.5,22.5,118,59,,,,,,,,,,,2019
64,51,117,77,25,34,,3,,,,,,,R5,6,55,159,67,150,67.5,152,69,,,,,,,2019
64,51,117,77,25,44,,,,,,,,,R6,7.5,40,158,65,196,71,,,,,,,,,2019
64,51,117,77,25,5,8,12,,,,,,,R7,6.5,39,119,59,188,61,125,63,,,,,,,2019
64,51,117,77,42,4,,,,,,,,,R8,10,67,118,58,120,59.5,135,60,,,,,,,2019
64,51,117,77,42,4,12,10,,,,,,,R9,7,56,117,59.5,116,58,118,59,,,,,,,2019
64,51,117,77,42,4,,13,,,,,,,R10,10,77,128,60,119,59,130,62.5,,,,,,,2019
64,51,117,77,42,60,24,5.5,11.5,11,,,,,R11,3.5,1,135,60.5,,,,,=,,,,,,2019
64,51,117,77,42,60,,,,5.5,,,,,R12,9,64,120,59.5,116,58.5,127,60,,,,,,,2019
64,51,117,77,42,60,,,,11,,,,,R13,4.5,22,136,63,160,66,,,,,,,,,2019
64,51,117,77,42,60,,3.5,12.5,8,,,,,R14,7,40,106,60,122,60.5,,,,,,,,,2019
64,51,117,77,42,60,,,,4,,,,,R15,7,49,115,58,118,59,128,60.5,,,,,,,2019
64,51,117,77,42,60,,,,14,,,,,R16,8.5,26,167,68.5,,,,,,,,,,,2019
64,51,117,77,42,60,,,,5,,,,,R17,5,30,120,59.5,140,63,,,,,,,,,2019
64,51,117,77,67,24,12,10,,,,,,,R18,10,38,116,58,111,59,118,60,,,,,,,2019
64,51,117,77,67,24,,9,,,,,,,R19,9.5,73,139,62,169,65.5,108,58,,,,,,,2019
64,51,117,77,67,14,61,12,12,13,,,,,R20,10.5,57,186,72,185,69.5,189,66,,,,,,,2019
64,51,117,77,67,14,,19,,,,,,,R21,12,89,152,66.5,168,68,158,63.5,190,66.5,,,,,2019
64,51,117,77,67,14,,25,25,8,,,,,R22,9,10,130,60,,,,,,,,,,,2019
64,51,117,77,67,14,,,,8,,,,,R23,10,9,163,65.5,,,,,,,,,,,2019
64,51,117,77,67,14,,,,13.5,,,,,R24,8,42,159,65,160,64,,,,,,,,,2019
64,51,117,77,67,14,,,,8.5,,,,,R25,14,38,160,66.5,167,66.5,136,62,,,,,,,2019
64,51,117,77,67,14,,,,4,,,,,R26,16,65,148,63.5,198,71.5,160,64,,,,,,,2019
64,51,117,31,24,13.5,21,4,,,,,,,R27,7,41,,,,,,,,,,,,,2019
64,51,117,31,60,13,28,33,,,,,,,R28,7,17.5,168,68.5,,,,,,,,,,,2019
64,51,117,31,60,13,,15,,,,,,,R29,8,26,134,61.5,159,64.5,141,63.5,,,,,,,2019
64,51,117,31,60,13,,11,,,,,,,R30,9,40,159,64,184,69.5,190,66,,,,,,,2019
64,51,117,31,60,3.5,36.5,5,,,,,,,R31,25,123,119,58,152,63.5,159,62,197,70,199,72,,,2019
64,51,117,31,60,36.5,38,5.5,,,,,,,R32,23,117,184,71,188,71.5,169,66.5,175,73,,,,,2019
64,51,117,31,60,36.5,,14,7,5,,,,,R33,14,3,151,64.5,,,,,,,,,,,2019
64,51,117,31,60,36.5,,,,7.5,,,,,R34,6.5,15,126,59,129,61,,,,,,,,,2019
64,51,117,31,60,36.5,,,,-3.5,,,,,R35,14.5,47,145,62,182,67.5,122,60,142,68,,,,,2019
64,51,117,31,60,36.5,,,,6.5,,,,,R36,7.5,29,144,64,169,68,163,65.5,,,,,,,2019
64,51,117,130,55.5,50,17,4,,,,,,,R37,12,65,150,65,199,70,200,74,,,,,,,2019
64,51,117,130,55.5,50,,2.5,,,,,,,R38,8.5,49,136,62,138,63,130,61,,,,,,,2019
64,51,117,130,55.5,50,,15,,,,,,,R39,9,53,139,63,167,66.5,150,65,,,,,,,2019
64,51,117,130,55.5,50,,6,,,,,,,R40,6.5,45,117,58,121,59.5,,,,,,,,,2019
64,51,117,130,55.5,11,9,12.5,,,,,,,R41,7,22,139,62,124,59.5,,,,,,,,,2019
64,51,117,130,55.5,11,,19.5,,,,,,,R42,4.5,40,189,70.5,170,67,225,75,,,,,,,2019
64,51,117,130,55.5,65,,,,,,,,,R43,6,37,140,62,171,68,,,,,,,,,2019
64,51,117,130,55.5,4.5,23,6,,,,,,,R44,10,51,207,72,169,66.5,,,,,,,,,2019
64,51,117,130,55.5,4,29,10.5,,,,,,,R45,11,56,130,58,168,66,220,74.5,,,,,,,2019
64,51,117,130,55.5,4,,9,,,,,,,R46,12,56,181,68,170,68,162,65.5,,,,,,,2019
64,51,117,130,55.5,4,,4.5,,,,,,,R47,14.5,53.5,190,70,231,74,167,67.5,119,60,,,,,2019
64,51,117,130,69,25,15,13,,,,,,,R48,9,26,132,60.5,157,63.5,,,,,,,,,2019
64,51,117,130,69,33,7.5,28.5,,,,,,,R49,5,27.5,126,59,119,58.5,,,,,,,,,2019
64,51,117,130,69,3,,,,,,,,,R50,7,54,113,57,129,61,,,,,,,,,2019
64,51,117,130,69,10.5,11,5,,,,,,,R51,5.5,20.5,140,63,156,65,,,,,,,,,2019
64,51,117,130,69,12.5,,,,,,,,,R52,5,16,123,58.5,,,,,,,,,,,2019
64,51,117,130,69,-5,,,,,,,,,R53,12,94,137,63,143,62.5,154,64.5,126,60,145,63,169,,2019
64,51,117,130,69,17.5,12.5,15,,,,,,,R54,5.5,18,172,65.5,119,59.5,,,,,,,,,2019
64,51,117,130,69,17.5,,21.5,,,,,,,R55,7,39,126,62,164,66.5,146,65,,,,,,,2019
64,51,117,130,69,16.5,18,8,,,,,,,R56,9,15.5,140,62.5,250,75,,,,,,,,,2019
64,51,117,130,69,3,,,,,,,,,R57,7.5,29.5,135,60.5,239,73,,,,,,,,,2019
64,51,117,130,69,2,22.5,4.5,,,,,,,R58,16.5,111,181,68.5,168,68,154,64.5,170,65.5,150,62.5,,,2019
64,51,117,130,69,4.5,19,23,,,,,,,R59,7,39,196,71,181,69,173,66,,,,,,,2019
64,51,117,130,69,4.5,,14.5,,,,,,,R60,17,132,147,63,259,75,222,73,117,60,150,63.5,,,2019
64,51,85,87,40,9,10,28,,,,,,,R61,4.5,40,182,68.5,160,67,,,,,,,,,2019
64,51,85,46,37.5,32,41.5,2,,,,,,,R62,10,93.5,130,59,156,58.5,228,72.5,128,65,,,,,2019
64,51,85,46,37.5,32,,,15.5,7.5,,,,,R63,6.5,32.5,230,74,130,62,,,,,,,,,2019
64,51,85,46,37.5,32,,,,15,12,13,,,R64,5,29,134,62.5,,,,,,,,,,,2019
64,51,85,46,37.5,32,,,,,,4,,,R65,5,3.5,164,67,,,,,,,,,,,2019
