DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr6,DFr6,DChar5,LChar5,PFr5,DFr5,year
72,43,33.7,125.7,4,55.8,16.7,39.5,,,,,R 44,10.4,42.8,,,,,,,,,,,,,,,2022
72,43,33.7,125.7,4,78.5,31.8,3,,,,,R 45,13.9,105.5,140,64.69,150,65.64,130,64.34,110,61.54,,,,,180,79.93,2022
72,43,33.7,125.7,4,78.5,31.8,5,15.8,43.3,,,R 46,6.4,50.5,120,61.91,140,66.74,,,,,,,,,,,2022
72,43,33.7,125.7,4,78.5,31.8,5,15.8,50.8,,,R 47,6.1,52,160,67.54,,,,,,,,,,,,,2022
72,43,33.7,132.7,52.5,27.6,,,,,,,R 48,7.4,52.2,140,64.85,180,70.89,,,,,,,,,,,2022
72,43,33.7,132.7,52.5,40.6,29.8,18.2,,,,,R 49,10.1,65,170,69.04,130,65.29,140,63.38,,,,,,,,,2022
72,43,33.7,132.7,52.5,42.9,,,,,,,R 50,10.2,65.2,190,71.06,170,68.8,,,,,,,,,,,2022
72,43,33.7,132.7,52.5,62.4,,,,,,,R 51,6.8,23,120,63.6,100,61.17,,,,,,,,,,,2022
72,43,33.7,132.7,52.5,73.4,,,,,,,R 52,10,75,150,65.17,,,,,,,,,,,,,2022
72,43,33.7,132.7,52.5,75.4,9,21,,,,,R 53,4.8,49,,,,,,,,,,,,,,,2022
72,43,33.7,136.2,,,,,,,,,R 54,7,49.5,140,69.43,80,52.73,,,,,,,,,,,2022
72,43,33.7,141.3,9.6,6,,,,,,,R 55,6,60.3,170,63.78,,,,,,,,,,,,,2022
72,43,33.7,191.8,31.2,3.5,,,,,,,R 56,8.8,67,130,65.15,110,56.77,120,60.76,,,,,,,,,2022
72,43,33.7,191.8,31.2,4.5,,,,,,,R 57,7.7,35,70,54.33,,,,,,,,,,,,,2022
72,43,33.7,191.8,31.2,14.5,,,,,,,R 58,5.7,51,,,,,,,,,,,,,,,2022
72,43,33.7,192.8,26.6,2,,,,,,,R 59,8.3,65.3,80,54.43,90,60.14,,,,,,,,,,,2022
72,43,33.7,204.3,73.6,7.5,22,46.5,,,,,R 60,7.8,56,,,,,,,,,,,,,,,2022
72,43,33.7,204.3,73.6,7.5,22,51.3,,,,,R 61,6.6,50.5,150,64.68,,,,,,,,,,,,,2022
72,43,33.7,204.3,73.6,17.5,48.5,32.5,16.3,2,,,R 62,5,26.5,170,68.63,160,66.68,,,,,,,,,,,2022
72,43,33.7,204.3,73.6,17.5,48.5,34.5,42.1,24.5,,,R 63,7.4,67,170,70.35,160,70.38,,,,,,,,,,,2022
72,43,33.7,204.3,73.6,17.5,48.5,34.5,42.1,32,,,R 64,6.5,30,120,60.6,210,74.39,,,,,,,,,,,2022
72,43,33.7,204.3,73.6,17.5,48.5,34.5,42.1,42.5,,,R 65,14.2,90,130,63.91,130,62.69,,,,,,,,,,,2022
72,43,33.7,204.3,73.6,20,31.5,0,,,,,R 66,6,26,110,57.97,150,67.37,,,,,,,,,,,2022
72,43,33.7,211.3,65.3,37,69.7,3,21,1,,,R 67,11.6,92,70,53.09,,,,,,,,,,,,,2022
72,43,33.7,218.3,65.3,37,69.7,32,47,2,18.2,0,R 68,9.7,96.5,70,50.37,70,48.96,100,57.57,140,63.19,,,,,,,2022
72,43,33.7,218.3,65.3,37,69.7,38.5,35.8,35.5,,,R 69,13.8,65,230,77.9,200,73.47,,,,,,,,,,,2022
72,43,33.7,218.3,65.3,37,69.7,38.5,35.8,37,,,R 70,17.2,94.3,,,,,,,,,,,,,,,2022
72,33,44,74,98.5,10,13.8,18.3,,,,,R 71,8.6,19,100,57.5,120,62.65,,,,,,,,,,,2022
72,33,44,74,98.5,10,13.8,22.3,,,,,R 72,4,24,,,,,,,,,,,,,,,2022
72,33,44,74,98.5,41,17.8,5,,,,,R 73,3.7,21,120,63.45,,,,,,,,,,,,,2022
72,33,44,74,98.5,48,,,,,,,R 74,5.6,49,170,68.88,,,,,,,,,,,,,2022
72,33,44,74,98.5,50,16,10,,,,,R 75,4.4,26,160,57.54,,,,,,,,,,,,,2022
72,33,44,74,98.5,50,16,15,,,,,R 76,6.8,68,90,57.43,,,,,,,,,,,,,2022
72,33,44,74,98.5,74,23,8,,,,,R 77,7.5,72,150,66.94,100,58.31,70,58.96,,,,,,,,,2022
72,33,44,74,98.5,74,23,17,11.2,0,,,R 78,5.5,49,120,62.83,100,55.03,,,,,,,,,,,2022
72,33,44,74,98.5,74,23,17,11.2,1,,,R 79,5.7,30,120,59.53,,,,,,,,,,,,,2022
72,33,44,74,98.5,83,,,,,,,R 80,10,93,110,61.51,120,64.89,130,62.43,,,,,,,,,2022
72,33,44,74,98.5,91,25.5,0,,,,,R 81,6.3,59,130,66.4,150,66.78,,,,,,,,,,,2022
72,33,44,74,98.5,105,100,22,30,3.2,,,R 82,4,39,130,64.62,120,63.18,,,,,,,,,,,2022
72,33,44,74,98.5,105,100,30,40.5,3.7,,,R 83,6,45,130,64.47,,,,,,,,,,,,,2022
72,33,44,74,98.5,105,100,37,53.6,40,6.8,3,R 84,5,29,130,63.23,210,71.26,,,,,,,,,,,2022
72,33,44,74,98.5,105,100,37,53.6,81,,,R 85,9.4,70,160,67.54,120,65.22,170,69.17,140,65.79,,,,,,,2022
72,33,44,74,98.5,105,100,94,41.7,0,16,3,R 86,9,91,160,65.95,180,71.17,150,67.34,130,62.14,,,,,,,2022
72,33,44,74,98.5,105,100,95,32.2,12.5,8.5,20,R 87,5.4,43,190,71.79,180,62.84,,,,,,,,,,,2022
72,33,44,74,98.5,105,100,95,32.2,19.5,,,R 88,10,58,160,66.32,,,,,,,,,,,,,2022
72,33,44,74,98.5,105,100,95,32.2,28.5,13.4,17,R 89,9.3,60,,,,,,,,,,,,,,,2022
72,33,44,74,98.5,110,27.2,0,16.6,3.5,,,R 90,6.2,46,210,74.71,,,,,,,,,,,,,2022
72,33,44,74,98.5,113,90,42,55,0,23.3,2.5,R 91,9.2,64,160,66.96,140,65.21,120,58.74,140,64.74,,,,,,,2022
72,33,44,74,98.5,113,90,92,32.7,2,23,2,R 92,7,75,80,54.61,110,58.46,80,55.28,130,60.6,,,,,,,2022
72,33,44,74,98.5,113,90,94,80,0,29,2.7,R 93,10,80,180,68.42,100,53.41,140,62.08,,,,,,,,,2022
72,33,44,74,98.5,113,90,94,80,0,29,4.7,R 94,7,58,170,67.85,160,67.54,,,,,,,16.3,49,,,2022
72,33,44,74,98.5,113,90,94,80,5.5,55.4,16,R 95,8.6,55,160,69.31,170,71.71,,,,,,,,,,,2022
72,33,44,74,98.5,113,90,116,57.4,40,27.5,84,R 96,6,35,200,69.74,130,61.04,,,,,,,,,,,2022
72,33,44,74,98.5,113,90,116,57.4,63,,,R 97,8.6,64,150,63.64,80,63.66,120,57.02,100,59.23,,,,,,,2022
72,33,44,74,98.5,113,90,116,57.4,64,13.5,10,R 98,8.4,84,180,71.74,140,67.54,140,66.55,140,63.4,,,,,,,2022
72,33,44,74,98.5,113,90,117,54.4,3,13.6,9,R 99,7.6,57,90,54.57,90,56.77,170,68.69,,,,,,,,,2022
72,33,44,74,98.5,113,90,117,54.4,3,13.6,11,R 100,7.3,62,120,58.47,90,54.59,80,50.24,,,,,10,7,,,2022
72,33,44,74,98.5,113,90,120,33.7,0,,,R 101,8.5,71,110,54.73,170,68.25,,,,,,,,,,,2022
72,33,44,98,65,2,,,,,,,R 102,5.2,46,140,67.94,60,50.03,,,,,,,,,,,2022
72,33,44,108,,,,,,,,,R 103,8.8,88,120,56.38,,,,,,,,,,,,,2022
72,33,44,120,80,90,30.1,0,,,,,R 104,4,37,160,61.65,90,56.52,140,65.48,,,,,,,,,2022
72,33,44,120,80,114,,,,,,,R 105,6.5,47,110,61.77,160,64.84,,,,,,,,,,,2022
72,33,44,120,80,122.9,,,,,,,R 106,5.2,36,160,70.18,,,,,,,,,,,,,2022
72,33,44,120,80,124.9,,,,,,,R 107,6.5,30,140,67.41,120,61.83,,,,,,,,,,,2022
72,33,44,144,40,0,25.3,4,,,,,R 108,12.3,63,120,62.34,40,67.35,,,,,,,,,,,2022
72,33,44,198,58.4,3,11.5,17.2,,,,,R 109,5.7,57,130,64.07,130,62.73,,,,,,,,,,,2022
72,33,44,218,45,3,,,,,,,R 110,6,67,160,68.67,120,56.89,130,61.61,,,,,,,,,2022
72,33,44,218,45,6.5,,,,,,,R 111,7,56,190,69.59,100,57.3,80,54.38,,,,,,,,,2022
72,33,44,223,70.6,6.7,,,,,,,R 112,8.9,88,160,68.4,180,70.33,130,62.82,,,,,,,,,2022
72,33,44,256,66,4,12.3,6,,,,,R 113,4.7,35,100,58.43,,,,,,,,,,,,,2022
72,33,44,272,51,1,12,8,,,,,R 114,8.1,68,150,67.4,180,69.76,,,,,,,,,,,2022
72,33,44,305,66.6,7,11,2,7.3,6,,,R 115,5.8,31,190,69.04,150,66.21,120,61.11,,,,,,,,,2022
72,33,44,305,66.6,20,11.2,37,,,,,R 116,7.3,40,110,59.9,200,70.71,170,66.12,210,76.49,110,64.81,,,150,69.6,2022
72,33,44,323,53.2,17,,,,,,,R 117,7.4,50,150,61.09,180,71.77,180,69.67,,,,,,,,,2022
72,33,44,323,53.2,27,12.3,40,,,,,R 118,7.8,56,190,72.84,200,71.96,150,66.72,200,74.95,,,,,,,2022
72,33,44,323,53.2,38,,,,,,,R 119,7.6,56,180,67.52,,,,,,,,,,,,,2022
72,33,44,323,53.2,41,35.7,11,,,,,R 120,10,81,210,73.71,260,77.92,180,71.11,150,61.09,,,,,120,60.21,2022
72,33,44,323,53.2,41,35.7,18,,,,,R 121,12,89,200,73.32,190,69.58,150,67.32,180,72.01,,,,,,,2022
72,33,44,323,53.2,41,35.7,24,,,,,R 122,9,85,140,63.19,150,71.62,140,66.59,,,,,,,,,2022
72,40,34,80,47,74,14,0,,,,,R 123,9.4,71,150,65.12,,,,,,,,,,,,,2022
72,40,34,80,47,122,9.4,9,,,,,R 124,7.2,91,140,66.7,150,66.56,120,60.98,,,,,,,,,2022
72,40,34,80,47,130,26.2,5,,,,,R 125,10.5,99,180,73.45,140,62.78,,,,,,,,,,,2022
72,40,34,80,47,130,26.2,11,20.6,28,,,R 126,6.7,55,,,,,,,,,,,,,,,2022
72,40,34,111,13.9,17,,,,,,,R 127,6.8,59,110,56.54,100,66.19,,,,,,,,,,,2022
72,40,34,117,,,,,,,,,R 128,7.1,77,120,55.6,130,61.44,,,,,,,,,,,2022
72,40,34,167,,,,,,,,,R 129,12.1,130,150,61.82,,,,,,,,,,,,,2022
72,40,34,188,57,2,,,,,,,R 130,11.3,103,,,,,,,,,,,,,,,2022
72,40,34,188,57,3,30.1,22,,,,,R 131,8.3,92,130,61.85,120,62.22,,,,,,,,,,,2022
72,40,34,188,57,3,30.1,40,,,,,R 132,10.7,75,180,70.89,110,58.74,160,68.95,,,,,,,,,2022
72,40,34,188,57,3,30.1,66.8,10,2,,,R 133,8.3,53,100,59.21,130,64.77,,,,,,,,,,,2022
72,40,34,188,57,3,30.1,74.8,16.3,36,,,R 134,7.5,65,150,67.9,140,66.54,,,,,,,,,,,2022
72,40,34,211,31.7,0,17.2,6,,,,,R 135,10.5,62,210,73.66,170,68.28,160,68.78,120,61.2,,,,,160,65.95,2022
72,40,34,238,22.7,,,,,,,,R 136,8,53,110,58.59,190,71.08,120,60.52,140,62.69,,,,,,,2022
72,40,34,244.8,63.7,32,12.6,2.3,,,,,R 137,10,90,160,67.72,170,76.46,130,56.37,180,63.57,,,,,140,60.11,2022
72,40,34,244.8,63.7,38,30.5,43,,,,,R 138,7.7,56,220,73.23,110,59.28,,,,,,,,,,,2022
72,40,34,244.8,63.7,38,30.5,68,6.1,12.7,,,R 139,7.8,42,170,68.43,,,,,,,,,,,,,2022
72,40,34,244.8,63.7,44,9.7,4,,,,,R 140,9,84,170,68.91,160,70,160,65.51,110,60.15,160,65.59,,,140,67.35,2022
72,40,34,252.8,38.7,3,,,,,,,R 141,9.5,87,160,68.74,180,77.5,90,58.76,140,66.21,,,,,,,2022
75,23,36.2,113,17.3,10.4,,,,,,,R 1,8,36,140,64.9,50,46.99,,,,,,,,,,,2022
75,23,36.2,113,17.3,14.4,10.9,6.5,,,,,R 2,5.5,26,80,54.09,,,,,,,,,,,,,2022
75,23,36.2,137,18,13,,,,,,,R 3,8,80,130,63.65,,,,,,,,,,,,,2022
75,23,36.2,139,11,7,,,,,,,R 4,7.2,50.5,160,69.02,,,,,,,,,,,,,2022
75,23,36.2,155,44.7,77,19.8,14.6,,,,,R 5,9.5,32,,,,,,,,,,,,,,,2022
75,23,36.2,155,44.7,77,19.8,17.1,12,6.5,,,R 6,7.5,54.5,140,65.6,70,56.84,,,,,,,,,,,2022
75,23,36.2,157.5,26.2,1,14.4,3.5,7,6.7,,,R 7,4.5,25,,,,,,,,,,,,,,,2022
75,23,36.2,157.5,26.2,1,14.4,3.5,7,10.2,,,R 8,4,25,150,65.3,,,,,,,,,,,,,2022
75,23,36.2,162,77,6.8,16.1,3.5,,,,,R 9,6.1,42,160,66.24,150,67.29,90,54.25,,,,,,,,,2022
75,23,36.2,166.5,77,8.6,10.1,31.4,,,,,R 10,5,38,110,59.45,,,,,,,,,,,,,2022
75,23,36.2,166.5,77,29.1,27.6,1,13.1,1.2,,,R 11,5.6,40,,,,,,,,,,,,,,,2022
75,23,36.2,166.5,77,29.1,27.6,2,19.8,1.5,7.7,6,R 12,6.2,45,160,67.81,,,,,,,,,,,,,2022
75,23,36.2,166.5,77,80.1,20.8,3.5,11.5,2.5,,,R 13,6,47.2,,,,,,,,,,,,,,,2022
75,23,36.2,166.5,77,98.1,21.9,6,13.5,2,7.4,3.8,R 14,5.5,45,190,71.85,160,68.14,170,73.87,120,63.13,,,,,,,2022
75,23,36.2,166.5,77,98.1,21.9,6,13.5,2,7.4,4.3,R 15,11,82,170,71.5,180,70.44,,,,,,,,,,,2022
75,23,36.2,166.5,77,101.6,38.4,14.7,26.5,4.5,,,R 16,8.9,71,170,73.46,,,,,,,,,,,,,2022
75,23,36.2,166.5,77,101.6,38.4,14.7,26.5,12,13.2,19,R 17,5.7,37.5,170,71.29,,,,,,,,,,,,,2022
75,23,36.2,166.5,77,101.6,38.4,14.7,26.5,12,13.2,44.5,R 18,6.5,56,,,,,,,,,,,,,,,2022
75,23,36.2,189.3,,,,,,,,,R 19,6,35,150,64.52,150,66.13,,,,,,,,,,,2022
75,23,36.2,191.3,17,13.5,,,,,,,R 20,7.5,75,140,64.72,,,,,,,,,,,,,2022
75,23,36.2,193.6,54.8,2.5,,,,,,,R 21,9.2,100.7,150,67.06,170,69.32,80,56.06,,,,,,,,,2022
75,23,36.2,202.6,56.1,3.5,28.6,13.5,17.1,0.5,,,R 22,6.2,56,,,,,,,,,,,,,,,2022
75,23,36.2,202.6,56.1,3.5,28.6,21.1,18.3,0,,,R 23,6.7,37,100,60.54,120,59.7,,,,,,,,,,,2022
75,23,36.2,202.6,56.1,3.5,28.6,79.1,16.7,0,9.2,4,R 24,5.1,37,100,57.82,,,,,,,,,8.5,32.6,,,2022
75,23,36.2,229.6,53.5,8,14.1,1,,,,,R 25,7.8,59.5,70,52.22,120,64.91,110,58.42,,,,,,,,,2022
75,23,36.2,229.6,53.5,16,43.7,30,38.5,18,11.2,13.3,R 26,11.7,66,130,63.82,80,52.04,90,56.59,60,41.09,,,,,,,2022
75,23,36.2,229.6,53.5,16,43.7,30,38.5,19,30.4,16.3,R 27,9.3,84,130,64.17,150,65.97,180,72.7,130,65.1,,,,,,,2022
75,23,36.2,229.6,53.5,16,43.7,30,38.5,20,30.4,31,R 28,7.4,51.5,160,69.38,130,61.94,,,,,,,,,,,2022
75,23,36.2,229.6,53.5,16,43.7,30,38.5,38,13.4,3.2,R 29,5.2,35.5,150,67.19,120,60.53,,,,,,,,,,,2022
75,23,36.2,229.6,53.5,16,43.7,30,38.5,44.5,,,R 30,8.4,66.2,110,59.7,100,62,140,63.51,,,,,,,,,2022
75,23,36.2,229.6,53.5,16,43.7,31,34.1,0,,,R 31,7,73,160,66.43,150,65.8,160,69.6,,,,,,,,,2022
75,23,36.2,259.6,63.4,23,38.9,4.5,,,,,R 32,10.4,81,160,67.61,160,68.56,130,62.11,180,68.67,,,,,,,2022
75,23,36.2,259.6,63.4,35,22.9,11,,,,,R 33,7.4,64.5,120,60.92,,,,,,,,,,,,,2022
75,23,36.2,259.6,63.4,35,22.9,35.5,,,,,R 34,8,47,160,70.59,150,65.16,,,,,,,,,,,2022
75,23,36.2,259.6,63.4,35,22.9,38,,,,,R 35,6,46.5,180,69.47,180,69.36,,,,,,,,,,,2022
75,23,36.2,278.1,47.5,0,20,7.7,,,,,R 36,4.8,23,140,65.72,,,,,,,,,,,,,2022
75,23,36.2,278.1,47.5,3,20.7,2.5,,,,,R 37,4.8,24,200,73.46,110,58.15,100,59.64,,,,,,,,,2022
75,23,36.2,278.1,47.5,3,20.7,5,9.9,6.7,,,R 38,7.4,67.5,,,,,,,,,,,,,,,2022
75,23,36.2,278.1,47.5,4,31.2,5,,,,,R 39,11.5,86,170,69.35,140,62.97,190,71.94,,,,,,,,,2022
75,23,36.2,282.1,55,21,,,,,,,R 40,8.3,77,90,55.11,130,66.49,90,57.26,140,68.97,,,,,,,2022
75,23,36.2,282.1,55,35,11,1.5,,,,,R 41,7,44.7,200,74.37,200,74.45,,,,,,,,,,,2022
75,23,36.2,282.1,55,52,32.7,17.3,,,,,R 42,6.2,40,190,71.52,240,79.52,,,,,,,,,,,2022
75,23,36.2,282.1,55,52,32.7,36.3,,,,,R 43,6.4,33.4,130,63.68,,,,,,,,,,,,,2022
75,30,40,48,55.6,48,9.2,4,,,,,R 44,4.5,29,110,58.39,80,52.59,,,,,,,,,,,2022
75,30,40,48,55.6,75,31.3,2,,,,,R 45,5.7,56,120,62.24,90,58.46,,,,,,,,,,,2022
75,30,40,48,55.6,90,14.9,3,,,,,R 46,8.3,58,120,63.75,100,58.67,110,59.7,,,,,,,,,2022
75,30,40,48,55.6,120,30.6,30,,,,,R 47,6.8,39,,,,,,,,,,,,,,,2022
75,30,40,48,55.6,120,30.6,39.5,,,,,R 48,10,57,70,52.52,120,61.06,,,,,,,,,,,2022
75,30,40,68,78,45,32.7,2.5,,,,,R 49,5.3,31,100,58.48,100,57.52,,,,,,,,,,,2022
75,30,40,68,78,95,28,6,,,,,R 50,6.1,50,180,71.83,,,,,,,,,,,,,2022
75,30,40,68,78,115,32.5,33,16.4,2.3,7.4,20,R 51,4.7,39,160,67.5,170,69.4,,,,,,,,,,,2022
75,30,40,68,78,115,32.5,33,16.4,3.3,5.8,6,R 52,5,43,130,62.47,50,37.49,120,61.81,,,,,,,,,2022
75,30,40,98,,,,,,,,,R 53,12.5,77,100,56.13,160,65.08,120,56.55,,,,,,,,,2022
75,30,40,112,57,2.5,,,,,,,R 54,6,48,170,68.44,,,,,,,,,,,,,2022
75,30,40,112,57,38.5,,,,,,,R 55,5.8,46,,,,,,,,,,,,,,,2022
75,30,40,112,57,46.5,15.7,53,,,,,R 56,5.8,48,140,60.1,,,,,,,,,,,,,2022
75,30,40,112,57,57.2,,,,,,,R 57,13.5,93,180,69.54,150,65.19,,,,,,,,,,,2022
75,30,40,112,57,66.2,7.8,5.3,,,,,R 58,7,43,150,64.62,,,,,,,,,,,,,2022
75,30,40,112,57,87.2,13.2,5,,,,,R 59,6.4,37,,,,,,,,,,,,,,,2022
75,30,40,112,57,97.2,16.4,39,,,,,R 60,6.6,58,180,69.54,150,66.04,,,,,,,,,,,2022
75,30,40,112,57,100.7,24,39,,,,,R 61,8.1,67,140,64.07,120,60.61,,,,,,,,,,,2022
75,30,40,112,57,100.7,24,49,,,,,R 62,9.5,74,100,55.19,,,,,,,,,,,,,2022
75,30,40,116,21.5,2.5,,,,,,,R 63,5,55,150,67.91,,,,,,,,,,,,,2022
75,30,40,120,9.8,8,,,,,,,R 64,4.5,26,140,63.36,,,,,,,,,,,,,2022
75,30,40,133,101,11,38.3,1,,,,,R 65,5.1,26,,,,,,,,,,,,,,,2022
75,30,40,133,101,32.7,50,3.8,,,,,R 66,5.3,33,180,69.86,,,,,,,,,,,,,2022
75,30,40,133,101,54.7,20,2,,,,,R 67,6,51,180,73.51,150,66.18,,,,,,,,,,,2022
75,30,40,133,101,56.7,31.6,5,,,,,R 68,5.2,36,140,61.64,,,,,,,,,,,,,2022
75,30,40,133,101,77.7,16.3,2,,,,,R 69,4.7,25,210,74.29,,,,,,,,,,,,,2022
75,30,40,133,101,87.7,27.8,2,,,,,R 70,8.8,41,150,66.17,50,45.94,,,,,,,,,,,2022
75,30,40,133,101,121.7,35.1,0,21.7,3,13.4,34,R 71,6.1,40,170,69.11,140,67.1,150,65.43,,,,,,,,,2022
75,30,40,133,101,121.7,35.1,0,21.7,3,13.4,37,R 72,6.1,44,160,66.63,170,69.86,,,,,,,,,,,2022
75,30,40,133,101,121.7,35.1,0,21.7,3,13.4,44,R 73,6,37,90,58,160,68.14,,,,,,,,,,,2022
75,30,40,133,101,121.7,35.1,0,21.7,4,6.6,4,R 74,4.7,23,130,64.25,160,67.55,,,,,,,,,,,2022
75,30,40,133,101,130.7,15,7,,,,,R 75,8.5,69,140,66.95,130,62.67,80,54.16,,,,,,,,,2022
75,30,40,133,101,130.7,15,9,,,,,R 76,6,41.3,100,56.47,,,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,7,19.6,1.8,,,R 77,5,31,170,69.51,,,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,30,28.4,30,,,R 78,8,70,130,64.19,,,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,30,28.4,65,,,R 79,6,28,130,63.69,,,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,30,28.4,73,,,R 80,7.7,57,140,66.25,120,60.58,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,30,28.4,81,,,R 81,6.5,49,160,66.2,130,62.87,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,30,28.4,84,,,R 82,6.1,46,140,64.15,140,64.96,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,30,28.4,88,,,R 83,5.8,44,160,65.32,,,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,37,37.7,4,22.7,21,R 84,6.6,30,170,69.03,170,65.51,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,37,37.7,4,22.7,24,R 85,8,78,140,66.53,150,65.9,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,37,37.7,4,22.7,29.5,R 86,5.2,65,110,58.67,140,71.61,130,62.2,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,37,37.7,4,22.7,32.5,R 87,7.7,68,140,59.26,170,68.15,140,66.67,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,37,37.7,6,34.4,2,R 88,7.1,56,100,58.3,100,59.35,60,51.61,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,37,37.7,35,9.4,3,R 89,6,38,100,59.63,70,55.59,,,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,37,37.7,40,22.2,2,R 90,6.7,57,160,68.32,100,58.89,110,59.79,,,,,,,,,2022
75,30,40,133,101,136.7,60.8,37,37.7,44,,,R 91,9.8,55,130,62.91,,,,,,,,,,,,,2022
75,30,40,209,48,2,23,4,11,17,,,R 92,4.7,31,170,69.62,,,,,,,,,,,,,2022
75,30,40,209,48,2,23,4,11,21,,,R 93,4.6,35,120,64.7,,,,,,,,,,,,,2022
75,30,40,209,48,2,23,4,11,24,,,R 94,4.3,42,70,51.3,170,50.45,160,68.71,,,,,,,,,2022
75,30,40,209,48,3,14,4,,,,,R 95,12,81,90,53.84,170,72.29,,,,,,,,,,,2022
75,30,40,220,53.8,1,10,1,,,,,R 96,4,24,90,56.5,,,,,,,,,,,,,2022
75,30,40,220,53.8,4,12.8,1,,,,,R 97,3.6,22,,,,,,,,,,,,,,,2022
75,30,40,220,53.8,4,12.8,3,,,,,R 98,5.6,32,90,55.75,,,,,,,,,,,,,2022
75,30,40,220,53.8,8,,,,,,,R 99,7,39,90,55.11,110,61.17,,,,,,,,,,,2022
75,30,40,220,53.8,9,,,,,,,R 100,5,36,170,67.73,170,68.94,,,,,,,,,,,2022
75,30,40,220,53.8,34.3,10,7,,,,,R 101,8.3,82,170,69.52,100,57.89,140,65.61,140,66.39,,,,,90,57.04,2022
75,30,40,220,53.8,42.3,8.2,3,,,,,R 102,7,62,150,63.48,60,48.31,,,,,,,,,,,2022
75,30,40,220,53.8,61.3,11.7,15,,,,,R 103,7.4,51,170,37.32,70,52.81,,,,,,,,,,,2022
75,34,40,82,24,49,,,,,,,R 104,6.1,29,130,63.72,,,,,,,,,,,,,2022
75,34,40,82,24,55.7,,,,,,,R 105,10.7,106,130,63.38,100,57,110,59.33,170,70.76,,,,,,,2022
75,34,40,86,35.8,0,13.5,9,9.2,2.5,,,R 106,5.8,53,90,56.38,,,,,,,,,,,,,2022
75,34,40,91,10.1,3.7,,,,,,,R 107,9,67,100,55.78,120,61.87,,,,,,,,,,,2022
75,34,40,108,25,5,16.7,23,,,,,R 108,6.2,40,160,67.97,110,60.79,,,,,,,,,,,2022
75,34,40,108,25,5,16.7,40,,,,,R 109,5.8,36,120,62.91,80,55.87,,,,,,,,,,,2022
75,34,40,108,25,5,16.7,56.2,,,,,R 110,6.1,26,150,69.75,,,,,,,,,,,,,2022
75,34,40,108,25,5,16.7,59,,,,,R 111,6.4,71,130,64.18,140,69.03,,,,,,,,,,,2022
75,34,40,149,,,,,,,,,R 112,8.2,64,100,58.15,160,65.95,40,40.86,,,,,,,,,2022
75,34,40,157,17,9.4,,,,,,,R 113,7.4,100,100,58.19,80,52.25,100,65.53,,,,,,,,,2022
75,34,40,157,17,13.1,,,,,,,R 114,9.7,75,60,46.93,110,59.63,,,,,,,,,,,2022
75,34,40,183,12,0,,,,,,,R 115,6.3,68,150,66.9,,,,,,,,,,,,,2022
75,34,40,203,,,,,,,,,R 116,8.7,80,80,54.59,150,67.09,,,,,,,,,,,2022
75,34,40,225,32.7,57,23.8,17,9.6,4.7,,,R 117,5.5,55,100,57.46,90,54.11,,,,,,,,,,,2022
75,34,40,225,32.7,57,23.8,17,9.6,8.7,,,R 118,6.5,60,90,55.49,110,58.37,,,,,,,,,,,2022
75,34,40,227,50,28,10,2.4,,,,,R 119,5.1,29,130,63.09,40,37.87,,,,,,,,,,,2022
75,34,40,227,50,43,18.3,1,,,,,R 120,6.5,56,130,62.9,120,62.36,,,,,,,,,,,2022
75,34,40,227,50,45,42.1,15,34.5,1,7.2,2.5,R 121,5.3,68,140,65.77,140,63,120,64.06,,,,,,,,,2022
75,34,40,227,50,45,42.1,15,34.5,9.7,9.6,9.5,R 122,6.4,44,140,67.66,150,67.51,,,,,,,,,,,2022
75,34,40,277,44.6,0,12.7,8,,,,,R 123,7,44,130,61.82,,,,,,,,,,,,,2022
75,34,40,277,44.6,7,,,,,,,R 124,6,54,110,60.19,100,57.91,,,,,,,,,,,2022
75,34,40,277,44.6,9,28.5,11.3,11.2,2,,,R 125,10,32,130,61.95,140,64.92,100,57.79,,,,,,,,,2022
75,34,40,277,44.6,9,28.5,16.8,29.7,20,,,R 126,9.6,64,120,61.33,100,57.66,,,,,,,,,,,2022
75,34,40,277,44.6,9,28.5,16.8,29.7,23,7.5,2,R 127,6.2,40,140,66.75,150,65.02,,,,,,,,,,,2022
75,34,40,283,25,44,,,,,,,R 128,5.7,48,170,69.62,130,63.55,,,,,,,,,,,2022
