DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,PFr2,PFr3,PFr4,PFr5,PFr6,year,variety,Total_Poids
71.4,33,39,210,104.8,38,49.59,46,51.3,6,,,,,R107,10.8,100,147,155,128,,,,2021,1,430
71,47,40.5,175,46.6,44,41,58,27.4,19,20.6,1,,,R82,5.94,23,228,137,49,217,,,2021,1,631
64.5,54.5,38,30.5,105.5,27,,,,,,,,5.5,R125,14,132,209,219,178,,,,2019,1,606
76,53,44,147,69.3,0,38.5,86,15.7,4.2,,,,,R53,7.6,77,97,112,72,87,103,,2022,1,471
71,53,31,259,65.55,31,39.23,15,11.7,11,,,,,R86,4.5,23,136,165,,,,,2021,1,301
71,33,38,141,44.7,65,13.87,39.4,,,,,,,R138,6.49,68.3,122.8,122.8,,,,,2021,2,245.6
67,33.5,34,200.5,,,,,,,,,,,R40,7.4,57,,,,,,,2021,2,0
62,30,31,150,18.8,5,,,,,,,,,R120,6.3,,128.51,128.51,,,,,2021,2,257.02
77,46,26.2,186.2,,4,,,,,,,,,R 15,8.2,45.6,80,120,,,,,2022,2,200
71,55,37,200,72.35,48,76.7,22,60.55,58,25.9,39,,,R51,8.3,66,149,190,175,174,,,2021,1,688
62,30,31,227,20.15,9,,,,,,,,,R137,4.33,,160,,,,,,2021,2,160
71.3,40,36.8,213.8,,1.5,,,,,,,,,R 27,8,57,180,120,90,50,,,2022,2,440
75,34,41,218,90.8,47.5,65,71.5,41.5,4,15.7,7,,,R129,6.5,52,159,,,,,,2022,1,159
77,42,38,79,39,2.3,14.4,3,,,,,,,R 49,6.2,33,180,90,,,,,2022,2,270
75,25,32.7,212.8,77.5,13,46.1,52.5,2.8,24.2,,,,,R 86,8,65,180,,,,,,2022,2,180
81,14,37,117,81,107,75,46,65,8,23.2,4.3,,,R17,6.6,47,110,140,140,160,,,2022,2,550
66,20,44,206,21.4,0,,,,,,,,,R 37,7.1,24,70,,,,,,2022,2,70
58.8,36,29,91.5,28.15,38.5,16.51,4.3,,,,,,,R99,6.09,41.5,111,123,106,77,,,2021,2,417
65.5,43,37.5,124,52,48,,7,,,,,,,R59,6,20,167,,,,,,2019,1,167
65.5,43,37.5,42,90,14,,,,5,,,,,R77,12,34,143,135,,,,,2019,1,278
71,52,37,202,62.73,56,13.14,22,13.8,8,9.11,10,,,R121,5,38,163,158,154,,,,2021,1,475
77,45,25.5,67,40.32,90,,,,,,,,,R3,7.84,72.5,131.98,154,131.98,149,,,2021,2,566.96
71,52,37,184,65.8,9,22.26,3,,,,,,,R110,8.6,98,138,140,136,107,127,105,2021,1,753
77,42,38,59,112.4,179.6,82,32.5,57.1,35.9,38.2,13.1,,,R 48,8.7,61.7,200,110,180,,,,2022,2,490
77,45,25.5,67,40.32,145.6,,,,,,,,,R6,5.33,41,119,147,,,,,2021,2,266
73,50,39,117,93.8,150.4,16.3,3,,,,,,,R13,8.3,76,123,,,,,,2022,1,123
76,53,44,94,51.5,91,27.8,7,20.1,12,,,,,R45,6.9,51,103,131,,,,,2022,1,234
73,61,42,128,116.8,81.2,77.7,71,29.5,5,,,,,R41,8,62,175,215,92,,,,2022,1,482
71,33,44.6,27,35.5,63,50.56,0,19.72,16,,,,,R51,4.17,37,124,64,,,,,2021,2,188
75,34,35.3,201.5,103.5,0,57.3,29.5,44.4,23.5,,,,,R 52,8.9,84,170,150,,,,,2022,2,320
71.3,32.5,41.6,145,,64.8,42,63.1,,,,,,,R 90,7.8,50,140,,,,,,2022,2,140
70,57,35,199,81.9,60,65.06,38,29.22,17,27.95,11,12.5,8,R106,4.9,29,218,,,,,,2021,1,218
75,48,43,175,73.1,49,46.4,33.5,,,,,,,R44,5.9,24,131,196,,,,,2022,1,327
77,37,38,47,94.2,54,22.9,3.4,,,,,,,R 101,10.2,41.5,80,,,,,,2022,2,80
81,14,37,89,44.6,93,10.7,8,,,,,,,R3,6.7,50,120,190,,,,,2022,2,310
73,52,42,192,80.33,54,55.88,22,52.62,71.5,,,,,R65,6.82,29,114,,,,,,2021,1,114
77,35,38,227,25.8,2,,,,,,,,,R88,7,72,166,131.98,,,,,2021,2,297.98
71,33,44.6,26,31,150,,,,,,,,,R109,5.3,40,122.8,,,,,,2021,2,122.8
75,55,34.3,188.1,77,18.5,42.5,34,34.33,6,,,,,R140,12.2,97,79,73,,,,,2021,1,152
77,35,38,183,57.6,110.5,46,15.5,35.4,21,,,,,R83,5.8,37.5,131.98,131.98,,,,,2021,2,263.96
77,42,38,241.2,60,13.3,34.9,4,,,,,,,R 61,6.1,56,130,140,90,,,,2022,2,360
64,51,117,77,67,14,,,,4,,,,,R26,16,65,148,198,160,,,,2019,1,506
58.8,35,28,292.5,32.42,7,14.69,40,,,,,,,R88,5.23,37.5,137.23,137.23,,,,,2021,2,274.46
64.5,34,32.5,14,,,,,,,,,,,R49,15,59,202,184,,,,,2019,2,386
69,34,28.5,33,20,2.5,,,,,,,0,0,R74,5.5,54,158,38,,,,,2019,2,196
81,25,30,224.5,80,66.5,56.7,55.5,9.1,4.7,,,,,R96,7.6,60,160,80,110,,,,2022,2,350
75,50,36,117,86.42,165,61.24,10,13.57,46.5,,,,,R16,3.63,15,110,,,,,,2021,1,110
72,33,44,223,70.6,6.7,,,,,,,,,R 112,8.9,88,160,180,130,,,,2022,2,470
73,46,32,101.7,17.1,0,,,,,,,,,R 78,10.7,146,170,140,,,,,2022,2,310
71.3,32.5,41.6,46,,107,54.8,7.7,22.8,0,,,,,R 50,6.9,76.7,110,,,,,,2022,2,110
77,46.5,38,59,87.6,46,15.08,7,10.4,5,,,,,R25,5.08,43.9,,,,,,,2021,2,0
77,35,38,183,57.6,110.5,46,15.5,35.4,39.5,,,,,R85,7.38,56,,,,,,,2021,2,0
68,30,40.5,54,32.5,80,10.4,9.5,,,,,,,R37,7.6,63,121,93,90,105,,,2021,2,409
76,53,44,94,51.5,91,27.8,7,20.1,3,,,,,R44,11,99,114,130,171,48,147,,2022,1,610
71.5,44,32,233,51,38,33.28,50,28.9,23,26.4,6,,,R136,7.36,36,116.76,,,,,,2021,2,116.76
71.4,34,36.1,204,99.93,39,51.5,26,36.78,7,,,,,R53,6.75,52,133,97,104,99,106,,2021,1,539
59.5,31,34,66,48,0,11,7.5,,,0,0,0,0,R30,8.5,82,154,,,,,,2019,2,154
77,27,37,155,56.8,60,51.7,68,22.03,19,12.77,5.5,,,R137,7.07,45,123.51,123.51,,,,,2021,2,247.02
73,58,243,36.2,84.2,36,49.1,53.1,13.5,12.7,,,,,R73,9.7,60,77,92,139,123,,,2022,1,431
81,19,40,184.5,46.3,0,14.5,2.8,,,,,,,R56,6,42,90,,,,,,2022,2,90
64.5,34,32.5,12,63,52,18,6.5,,,,,,,R75,8.5,63,142,160,,,,,2019,2,302
77,46,26.2,66.5,47.1,35.5,15.5,51.4,,,,,,,R 4,7.5,67,130,110,70,,,,2022,2,310
77,40,37,45,24.09,126,25.3,0.5,,,,,,,R98,5.9,44,123,149,,,,,2021,2,272
65.5,43,37.5,54,62.5,58.5,,,,,,,,,R7,9,72.5,123,131,144,,,,2019,1,398
71,48,37,86,32.2,20,21.6,49,13.79,19,9.31,1.9,,,R3,5.39,49.3,63,65,,,,,2021,1,128
73,72,63.2,41,81.3,16,29.8,36.3,,,,,,,R5,6.7,64,170,114,79,62,,,2022,1,425
77,37,41,183.1,101.8,119.7,56.4,35,,,,,,,R 90,9.4,108,230,180,,,,,2022,2,410
75,30,40,133,101,136.7,60.8,37,37.7,6,34.4,2,,,R 88,7.1,56,100,100,60,,,,2022,2,260
69,34,32,3,42.5,0,30,9,16,9,,,0,0,R105,12,72,124,148,,,,,2019,2,272
77,46.5,38,242,50.3,12,36.6,3,,,,,,,R46,10.6,88,123,127,168,,,,2021,2,418
71,33,44.6,26,31,150,72,12,15.4,3.4,,,,,R101,6.5,83,129,136,128,122,,,2021,2,515
75,30,40,133,101,136.7,60.8,37,37.7,4,22.7,24,,,R 85,8,78,140,150,,,,,2022,2,290
75,50,36,190,81.6,84,21.9,13,15.38,1.5,11.39,1,,,R26,6.8,40,141,179,137,,,,2021,1,457
77,46.5,38,242,50.3,3,,,,,,,,,R45,7.3,46,149,131.98,,,,,2021,2,280.98
73,61,42,128,116.8,18.2,79,0,25.3,6,,,,,R38,9.1,73,124,,,,,,2022,1,124
71.4,45,34,205,73.06,24,45.21,54.5,43.46,19.2,19.86,16,,,R25,7.44,50,140,149,200,170,,,2021,1,659
77,45,25.5,209,43.6,47,33,13,,,,,,,R19,4.63,19,,,,,,,2021,2,0
75,43,42,138.3,100.7,143.5,47.4,1.5,,,,,,,R86,8.8,70.3,166,,,,,,2022,1,166
67,32,33,259,33.96,43,13.97,30,,,,,,,R137,4,32.5,133.37,,,,,,2021,2,133.37
73,92,128,37.2,71.4,6,45,2.7,25.3,4.8,10.7,14.5,,,R83,5,33,,,,,,,2022,1,0
75,34,34.5,190.5,106.3,116.5,43.1,42.4,7.8,22.5,,,,,R 31,4.8,25.5,190,,,,,,2022,2,190
77,24,33.5,128.5,23.9,42.2,,,,,,,,,R154,8.57,98,123.51,114,123.51,,,,2021,2,361.02
76,52,33.5,164,67.8,67,42.5,39.5,32.5,62.5,,,,,R16,6.2,39,210,,,,,,2022,1,210
75,51,40,142,104,22,73,20,13.7,5,,,,,R92,5.5,34,112,,,,,,2021,1,112
71.4,45,34,205,73.06,14,53.66,5.2,25.96,7.6,,,,,R12,7.6,23,153,,,,,,2021,1,153
75,23,36.2,139,11,7,,,,,,,,,R 4,7.2,50.5,160,,,,,,2022,2,160
73,46,32,72,69.4,17,49.7,54,,,,,,,R 62,7.6,90,140,,,,,,2022,2,140
75,23,36.2,113,17.3,14.4,10.9,6.5,,,,,,,R 2,5.5,26,80,,,,,,2022,2,80
59,55,34,5,,,,,,,,20,,,R94,6,31,129,148,,,,,2019,1,277
75,34,40,277,44.6,7,,,,,,,,,R 124,6,54,110,100,,,,,2022,2,210
65.5,43,37.5,90,67,10.5,,28,,,,,,,R49,17.5,134,120,131,140,146,180,201,2019,1,918
60,50,113.5,80,21.5,8,11,3.5,7,6,,,,,R4,6,36,152,136,149,,,,2019,1,437
73,52,42,91,48.1,47,45.65,42,26.78,3.5,,,,,R44,10.09,64,162,12.7,125,166,132,90,2021,1,687.7
77,45,25.5,80,,,,,,,,,,,R7,4.59,31,74,,,,,,2021,2,74
66,20,44,261,60.2,44,48,11,,,,,,,R 41,14,33,190,90,120,,,,2022,2,400
72,33,44,144,40,0,25.3,4,,,,,,,R 108,12.3,63,120,40,,,,,2022,2,160
73,60,43,146,127.4,90,40.7,3,29.1,2,,,,,R78,7.5,64,193,182,152,,,,2022,1,527
64.5,54.5,38,12.5,24,7.5,,13.5,,,,,,,R10,6,45,63,67,,,,,2019,1,130
75,58,37,128,95.4,82,67.33,20,38.99,10,24.77,8,9.61,12.5,R66,6.63,94,135,126,147,89,,,2021,1,497
73,59,38,156,126.4,27,75.1,49,32,53.2,,,,,R101,7.6,60,151,141,,,,,2022,1,292
75,34,41,218,90.8,49.5,76.4,21,28,2,,,,,R132,5.1,29,140,151,150,,,,2022,1,441
64.5,54.5,38,129,30.5,9.5,,,,,,7,,,R129,5,31,179,180,204,,,,2019,1,563
77,46.5,38,244,54.27,43,50.18,15,14.6,2,9.18,3,,,R58,7.63,74,,,,,,,2021,2,0
71.5,41,32.5,223.7,57.47,37.5,27.5,31.5,18.5,5,,,,,R59,4.98,26.5,,,,,,,2021,2,0
71.3,35,36,66,,86,,,,,,,,,R 104,8,88,140,140,140,,,,2022,2,420
71.3,35,36,181.4,,4,14.5,0,,,,,,,R 116,7.1,64,160,160,80,,,,2022,2,400
71.4,33,39,210,74.2,45,57.7,108,40.23,4,,,,,R114,9.8,86,156,132,148,151,,,2021,1,587
67,32,33,182.5,,,,,,,,,,,R106,5.2,36,133.37,133.37,,,,,2021,2,266.74
59,55,34,50,,70,22,6,17.5,5,,,,,R81,9.5,78,156,142,122,,,,2019,1,420
70,57,35,199,81.9,60,65.06,38,29.22,11,7.4,1,,,R105,3.7,17,152,134,,,,,2021,1,286
73,51,35.5,117.5,72.8,97,15.34,1,,,,,,,R97,9.68,82.5,105,154,121,100,94,,2021,1,574
77,35,38,270.5,69.5,14,21.46,44.5,35.24,14,27.8,5,25.6,5.5,R95,10,60,180,,,,,,2021,2,180
62,32,36,99,9.5,15,,,,,,,,,R55,3.5,,94,,,,,,2021,2,94
75,38,37,36,51.9,4,29.7,36.3,11.7,1.2,,,,,R39,7,73,47,105,108,,,,2022,1,260
77,42,38,241.2,60,34.3,48.3,19,13.7,6,,,,,R 67,9.9,75,190,170,160,,,,2022,2,520
67,33.5,33.5,68,,,,,,,,,,,R4,5,46,98,101,,,,,2021,2,199
71,62,35,110,53.03,43,21.66,36,10.86,6,,,,,R37,6.91,27,125,,,,,,2021,1,125
75.5,39,40.5,216,85.6,18,73,35,48.19,7,12.15,26,,,R95,4.24,12,110,,,,,,2021,1,110
70,58,31,131,30,6,15.5,19.5,,,,,,,R39,7.1,56,152,114,,,,,2022,1,266
64.5,54.5,38,62,50.5,11,,13,12.5,14.5,,,,,R74,10,65,144,150,,,,,2019,1,294
55.5,51,27.3,57,46.92,22,,,,,,,0,0,R6,7.7,55,168,,,,,,2019,2,168
62,30.4,30,87,,,,,,,,,,,R80,5.96,,95,,,,,,2021,2,95
64.5,34,33,0,66,8,34,20,,,,,,,R10,7,45,170,,,,,,2019,2,170
75.5,38.5,38,178,75.77,56,61.33,52,19.27,11,14.4,8,12.53,17,R76,6,51,157,140,,,,,2021,1,297
55.5,51,31.5,42,18.5,-5.5,25.83,3.5,,,,,0,0,R32,10.69,102,178,,,,,,2019,2,178
68,34,30.5,208.3,52.8,25,38.9,21,24.1,3.5,22.45,37,,,R109,3.5,22,125,,,,,,2021,2,125
77,42,38,59,112.4,108.1,24.4,76.3,6.2,4,,,,,R 34,5.5,33.2,130,,,,,,2022,2,130
77,8,34.5,100,63.3,87,,,,,,,,,R19,5.66,43,142,127,131,,,,2021,2,400
77,35,38,270.5,69.5,14,21.46,44.5,21.7,3,,,,,R92,8.7,70,131.98,,,,,,2021,2,131.98
71.3,32.5,41.6,46,,107,54.8,15.2,10.4,9.5,,,,,R 52,5.7,46.7,190,160,90,,,,2022,2,440
77,45,25.5,209,43.6,47,33,10,14.26,37,,,,,R17,7.13,38.5,131.98,131.98,,,,,2021,2,263.96
66,20,44,87,70,59,45,7,30,4,,,,,R 10,6,57,110,130,,,,,2022,2,240
71,50,36.5,208,80.9,41,34.3,14.5,,,,,,,R15,7.4,72,119,167,161,181,206,,2021,1,834
59,55,34,50,,,,,,5.5,,,,,R45,14,78,149,237,200,191,,,2019,1,777
58.8,35,28,85,,,,,,,,,,,R63,6.4,40,127,93,,,,,2021,2,220
77,35,38,195,35.05,4,20,21.5,,,,,,,R87,9.35,90,163,66,161,,,,2021,2,390
77,46.5,38,59,87.6,46,15.08,7,10.4,5,,,,,R25,5.08,43.9,,,,,,,2021,2,0
71.3,32.5,41.6,145,,79.5,52.1,2.5,26.7,45.6,21.5,6,,,R 98,7.8,69,150,,,,,,2022,2,150
73,72,91.2,41,87,65.2,85.8,43.2,32.8,12.5,24.4,21,,,R14,12.8,106,114,97,186,162,142,164,2022,1,865
55.5,51,31.5,42,18.5,19,,,,,,,0,0,R24,8.03,64,141,108,132,,,,2019,2,381
73,92,213,37.2,86.4,56,67.8,9,62.5,38,34.5,19,13,16,R98,5.7,42,103,145,61,,,,2022,1,309
62,32,36,193,41.45,70,,,,,,,,,R77,8.63,,128.51,,,,,,2021,2,128.51
77,46.5,38,242,50.3,12,36.6,25,,,,,,,R48,15.41,96,141,131.98,,,,,2021,2,272.98
77,6,36.5,208.5,28.26,72.8,,,,,,,,,R92,5.23,24,123.51,,,,,,2021,2,123.51
65.5,43,37.5,54,62.5,39,48,4,13.5,12,,,,,R1,6,48.5,119,151,136,,,,2019,1,406
75,48,43,175,73.1,49,46.4,65.5,21,8,,,,,R46,5.3,20,125,178,,,,,2022,1,303
71,50,36.5,208,60,28,61.48,29,18.7,2,,,,,R5,8.5,68,110,94,150,171,132,,2021,1,657
77,46.5,38,59,87.6,180,69.49,28,51.5,34,,,,,R36,12.86,79,131.98,131.98,,,,,2021,2,263.96
71,33,38,265,,,,,,,,,,,R154,11.7,107,163,162,176,127,159,160,2021,2,947
58.8,36,29,139,60.22,88.5,,,,,,,,,R111,6.2,66,135,137.23,112,,,,2021,2,384.23
64.5,54.5,38,3.5,19,10,34,4.5,14,12.5,,,,,R139,11,42,183,141,153,,,,2019,1,477
77,35,38,89,72.3,81,69.23,47,60,57,32.26,8.5,27.8,11,R77,8.15,60,131.98,131.98,,,,,2021,2,263.96
55.5,51,27.3,71.5,,,,,,,,,0,0,R13,5.06,50,104,66,68,,,,2019,2,238
75,42,35.5,91,51.6,16,15,25,10.5,25.9,,,,,R9,3.1,20.1,123,,,,,,2022,1,123
71,33,38,141,44.7,105.2,,,,,,,,,R141,11.5,130.6,122.8,122.8,,,,,2021,2,245.6
71.5,31,40.3,103,34.8,117.5,,,,,,,,,R95,7.5,71,116.76,105,90,,,,2021,2,311.76
70,50,35,144,59.3,23,54.1,76,16.3,15.75,9,3,,,R12,5.5,29,,,,,,,2021,1,0
71.4,33,39,210,74.2,45,66.3,10,50.8,28.5,41.9,18,30.8,31,R123,8.4,63,129,163,175,157,,,2021,1,624
71.3,40,36.8,130.5,,,,,,,,,,,R 10,7,50.2,90,70,,,,,2022,2,160
75.5,39,47.5,216,85.6,18,73,48,48.8,8,,,,,R102,7.6,43.5,139,119,134,147,,,2021,1,539
73,60,43,146,127.4,73,59.9,53,39.7,12,18.6,14,,,R76,7.4,51,75,223,,,,,2022,1,298
75,34,35.3,201.5,103.5,1,9.8,73,,,,,,,R 54,13.8,82,130,160,140,90,,,2022,2,520
77,40,37,45,24.09,134,47.3,32,45.3,34,30.45,4,14.55,69,R102,5,37,164,,,,,,2021,2,164
69,34,28.5,28,48.5,32,,,,,,,0,0,R63,15,74,188,196,,,,,2019,2,384
71.3,32.5,41.6,46,,107,54.8,0,,,,,,,R 49,6.1,50,140,180,,,,,2022,2,320
62,32,36,122,57,29,13.49,3,,,,,,,R61,5.3,,128.51,128.51,128.51,,,,2021,2,385.53
71,33,34.2,61,26.9,2.5,19,28,,,,,,,R4,7,81,25,32,,,,,2021,2,57
69,34,32,13,15,5.5,,,,,,,0,0,R88,11,63,58,,,,,,2019,2,58
77,24,33.5,128.5,23.9,56.2,,,,,,,,,R155,7.07,26,,,,,,,2021,2,0
68,37,35,49,25.8,72,,,,,,,,,R4,5.45,28,127.49,,,,,,2021,2,127.49
64,51,117.5,13,53,17.5,,,,4,,,,,R138,6.5,20.5,127,162,,,,,2019,1,289
75,55,34.3,154.2,77.34,21.6,25.14,24.2,,,,,,,R121,10.78,93,145,149,139,148,,,2021,1,581
73,41,34,160.9,68.27,12,48.62,68.5,33.29,0,,,,,R21,11.82,76.8,244,208,212,260,218,,2021,1,1142
58.8,41,32,100.5,49.36,118.5,31,16,16,6,,,,,R7,6,22,137.23,,,,,,2021,2,137.23
73,45,39,135,81.9,35,71.6,51,36.13,5,17.73,17,,,R133,5.15,31,,,,,,,2021,1,0
69,34,28.5,28,48.5,14,,,,,,,0,0,R64,9,53.5,220,172,,,,,2019,2,392
55.5,51,27.3,21,8.21,-28.5,,,,,,,0,0,R20,5.42,48,114,,,,,,2019,2,114
71,48,37,175,62.9,74,57.4,18.5,43.6,8.8,15.35,2.2,,,R25,6.6,51,167,129,166,166,,,2021,1,628
71.5,44,32,233,51,38,33.28,50,16.94,52,,,,,R139,6.22,23.5,116.76,116.76,,,,,2021,2,233.52
81,21,36,153,40.2,108.8,,,,,,,,,R111,7.3,70,70,170,90,80,,,2022,2,410
77,35,38,89,72.3,4,29.5,57.5,,,,,,,R61,4.48,18,122,,,,,,2021,2,122
71.4,45,34,90,34.58,15,12.96,25,,,,,,,R6,8,91,159,109,151,142,,,2021,1,561
73,34,38,112,50.6,9,,,,,,,,,R 38,6.5,50.3,110,80,50,,,,2022,2,240
66.5,40,31.5,30,52.92,28.5,28.16,0,,,,,0,0,R69,10.88,107.5,246,206,192,162,0,0,2019,2,806
76,43,45,235,90,106,10.3,0.5,,,,,,,R114,5.9,22,237,,,,,,2022,1,237
70,59,33,108,69.8,12,36.86,13,24.9,3.2,11.16,50.3,,,R62,6.03,50,144,102,122,113,,,2021,1,481
69.5,63,37.6,100,77.7,10,,,,,,,,,R71,9.5,91,100,120,124,115,108,,2021,1,567
77,40,37,113,17.11,68,,,,,,,,,R107,5.3,56,90,128,,,,,2021,2,218
81,19,40,68,114,145,,,,,,,,,R39,6.4,32,150,120,170,130,,,2022,2,570
55.5,51,29.3,28,46.46,3.5,,,,,,,0,0,R99,8,67,160,102,98,,,,2019,2,360
71.4,34,36.1,204,99.93,10,29.19,39,23.26,71.2,9.45,10.2,,,R41,5.65,19,110,,,,,,2021,1,110
59.5,31,30,83,17.5,31,,,,,0,0,0,0,R6,5,1,,,,,,,2019,2,0
71,41,38,134,78.5,27,24.5,3,13.3,9,,,,,R54,5.21,60,102,76,77,48,,,2021,1,303
62,32,36,44,44,123,15.17,47.5,,,,,,,R48,6.48,,,,,,,,2021,2,0
71,33,34.2,249,40,100,,11.4,,,,,,,R46,5.2,22,122.8,,,,,,2021,2,122.8
75,34,41,218,90.8,49.5,76.4,54.3,31.8,2,,,,,R133,9.6,60,183,108,94,197,,,2022,1,582
59.5,31,33,52,53,8.5,,,,,0,0,0,0,R54,10,101,232,142,222,160,138,,2019,2,894
75,58,37,128,95.4,82,67.33,49,49.9,13,34.3,29.5,,,R72,6.03,27,177,192,170,122,,,2021,1,661
77,42,38,59,112.4,131.4,63.3,46.2,39,76.3,,,,,R 37,6.9,55.6,110,210,,,,,2022,2,320
72,33,44,74,98.5,83,,,,,,,,,R 80,10,93,110,120,130,,,,2022,2,360
76,53,38,60,65.1,26,22.9,29,9,12,,,,,R69,3.3,20,154,,,,,,2022,1,154
75,55,34.3,188.1,77,48.5,43.12,43,20.3,34,,,,,R147,14.55,91,128,89,172,214,188,243,2021,1,1034
73,58,243,36.2,84.2,36,49.1,1,,,,,,,R69,14.7,106,154,146,109,,,,2022,1,409
59,55,34,86,36,6,16.5,14,,,,,,,R65,5.5,28,155,130,,,,,2019,1,285
71.4,45,36,131,73.8,6,43.28,105,26.9,5,14.9,5,,,R66,7.9,61,134,143,120,168,,,2021,1,565
60,50,113.5,80,54,60,19,15,1.5,18,,5.5,,,R9,10,76,180,197,161,,,,2019,1,538
70,55,37,211,58.4,7,48.7,27,25.3,17,,,,,R74,6.2,38,227,,,,,,2022,1,227
71,52,36,123,40.84,10,31.64,19,23.96,10,,,,,R78,5.68,32,154,144,,,,,2021,1,298
71,53,31,259,52.39,32,52.7,28,21.7,3.5,15.27,19,8.4,10,R96,5.4,38,202,194,126,,,,2021,1,522
76,53,38,60,65.1,37,22.9,36,17.8,12,,,,,R70,4.3,29,190,,,,,,2022,1,190
68,26,34.5,182.5,41,9.5,22,28.2,16.5,17,,,,,R52,5.3,51,140,140,160,100,,,2022,2,540
75,38,37,36,51.9,4,29.7,87.1,,,,,,,R43,4.5,36,,,,,,,2022,1,0
59,55,34,41,60.5,40,33,11.5,19.5,42,,,,,R3,7,25,130,126,,,,,2019,1,256
59,55,34,24,,9.5,,,,,,,,,R50,4.5,21,160,154,,,,,2019,1,314
75,35,36,276.2,55.7,56,,,,,,,,,R 160,7.3,72,150,160,160,,,,2022,2,470
66,25,30,167.5,57.9,28.5,42.4,43.5,,,,,,,R 61,9.1,79.5,170,100,90,120,,,2022,2,480
71,33,44.6,26,31,150,72,49.5,44.8,27,,,,,R105,4.8,31,144,145,,,,,2021,2,289
71,33,38,246,73,108,,,,,,,,,R152,7.5,38,130,122.8,122.8,,,,2021,2,375.6
73,27,34,234,55.7,0,10.4,1.7,,,,,,,R 109,8.2,75,,,,,,,2022,2,0
62,30.4,30,158,13.19,17,,,,,,,,,R89,8.81,,92,,,,,,2021,2,92
70,60,39,69,85.6,25,42.4,90,25.6,14,20.1,14.7,,,R24,7.3,60,154,140,129,,,,2022,1,423
60,50,108,41,82,12.5,67,31,25,17,,4,,,R89,10,71,187,218,197,,,,2019,1,602
75,43,42,138.3,100.7,151,40.5,43.2,,,,,,,R93,8.6,52,103,81,,,,,2022,1,184
77,35,38,89,72.3,81,69.23,47,60,2,10.27,6,,,R69,6.06,32.5,142,,,,,,2021,2,142
73,50,39,117,93.8,161.4,65.5,12,47.7,34,20.6,10.5,,,R17,5.9,45,177,,,,,,2022,1,177
76,53,44,147,69.3,0,38.5,86,15.7,15.2,,,,,R54,5.5,43,170,219,,,,,2022,1,389
71.5,31,40.3,63,83.5,95.5,74.92,36,23.29,65,10.87,12,,,R72,7,79,105,137,,,,,2021,2,242
64.5,54.5,38,9,30.5,5,,,,17,,,,,R85,9.5,69,139,157,166,,,,2019,1,462
71,33,38,122,62,131,37.7,21.2,20.16,6.5,,,,,R133,3.5,11.6,160,,,,,,2021,2,160
71,41,38,134,63.5,126,34.15,21.5,22.05,8.2,19.71,4.5,,,R52,5.05,29.5,142,,,,,,2021,1,142
75,34,35.3,67,71.6,25,37.4,24.1,,,,,,,R 34,6.8,76,140,,,,,,2022,2,140
71,55,30,41,21.9,30,13.21,5,13.37,12.5,11.39,3,,,R55,7.05,77,134,132,147,142,140,121,2021,1,816
66.5,40,39,17,62.2,-10,,,,,,,0,0,R16,6.93,45,176,158,,,0,0,2019,2,334
77,6,36.5,276,44.42,9,26.06,2.5,,,,,,,R98,8.66,67,165,121,113,99,,,2021,2,498
75,34,41,218,90.8,47.5,65,5,62.9,3,30,5.6,,,R125,6.4,37.6,126,,,,,,2022,1,126
67,33.5,34,236.5,63,61.5,42.5,23.4,29.88,10.5,,,,,R55,7.2,49,133.37,133.37,,,,,2021,2,266.74
73,27,34,150,,,,,,,,,,,R 99,16.8,143,160,180,,,,,2022,2,340
73,51,35.5,117.5,72.8,145,34.77,11,28.14,9,30.29,21,20.6,22,R107,9.66,81,109,147,181,120,128,106,2021,1,791
77,27,37,50,16.84,123,,,,,,,,,R115,6.8,80,145,141,,,,,2021,2,286
75,30,40,133,101,136.7,60.8,7,19.6,1.8,,,,,R 77,5,31,170,,,,,,2022,2,170
60,50,108,41,82,12.5,67,31,25,6,7.5,32,,,R91,7,20,168,143,240,,,,2019,1,551
75.5,39,37.5,216,85.6,18,73,31,54.7,55,32.7,14,18.6,5,R92,5.5,31,126,153,,,,,2021,1,279
73,34,38,84.5,40.4,9,,,,,,,,,R 37,8.8,71.5,150,120,130,140,180,,2022,2,720
75,30,40,112,57,2.5,,,,,,,,,R 54,6,48,170,,,,,,2022,2,170
77,6,36.5,216.5,,,,,,,,,,,R95,4.13,23.5,172,,,,,,2021,2,172
59.5,31,34,-53,29,3.5,17.5,-1.5,,,0,0,0,0,R48,6,46,154,88,164,86,86,,2019,2,578
71.5,45,32,69.5,58.61,82,56.05,42.3,30.5,30,27.9,4.5,,,R12,5.48,17,,,,,,,2021,2,0
68,37,35,256,73.02,3,14.97,4,,,,,,,R24,6.07,50,,,,,,,2021,2,0
58.8,26,34,224.9,48.24,47.5,,,,,,,,,R55,7.82,92,137.23,137.23,,,,,2021,2,274.46
75,58,37,89,41.81,17,22.6,14.2,15.24,3,11.02,14,,,R47,6.26,52,127,93,,,,,2021,1,220
68,30,40.5,54,32.5,39,11.26,17,,,,,,,R35,6.5,54,100,127,,,,,2021,2,227
73,51,35.5,59,33,23,20.07,44.3,16.63,3,13.5,8,7.15,8,R86,4.46,29,106,69,,,,,2021,1,175
